Age,Subscription_Duration_Months,Contract_Type,Monthly_Logins,Last_Purchase_Days_Ago,App_Usage_Time_Min,Monthly_Spend,Discount_Usage_Percentage,Customer_Support_Calls,Satisfaction_Score,Is_Churn
-0.5782681277519235,-0.31146418191393604,0.8172906288329782,0.5753284843776937,0.09139124473975346,-1.1401311355118022,0.3712198379639851,-1.1665522012676866,1.2183515091146766,-1.9945857526364799,0
0.41899806786982585,0.15041471021137526,-1.223554956732974,0.2882097677504386,0.8306938569895609,0.6157935430696967,-0.8010623793519438,0.27768234906425737,-0.4162882616116338,-0.5195913585550762,0
0.9508733722014254,-0.8310779355549113,0.8172906288329782,-0.5731463821313265,-0.2446553971919772,1.0676104194298484,0.8560974011194201,0.27768234906425737,-0.4162882616116338,0.9554030355263274,0
0.8179045461185256,1.1319073559776618,0.8172906288329782,-1.4345025320130915,-0.7823300242827462,-0.16461742518874733,-0.6528778587753593,-0.8525881685868293,-1.233608146974789,0.9554030355263274,0
-0.5782681277519235,0.7277633253680145,0.8172906288329782,0.2882097677504386,-0.0430274120329388,0.7800905890188425,0.35151137918947006,0.21488954252808587,-0.4162882616116338,0.9554030355263274,0
0.8843889591599755,-0.5424036279765917,-1.223554956732974,-1.4345025320130915,-0.8495393526690924,-0.7704627821262235,-0.5679418230525536,0.3404751556004289,0.40103162375152146,-0.5195913585550762,0
1.4827486765330251,0.43908901778969484,0.8172906288329782,-0.8602650987585815,0.42743788667148414,-0.7909999128698668,-0.7118383107576954,1.5963312863238586,-1.233608146974789,0.9554030355263274,0
-1.0436590190420731,0.20814957172703918,-1.223554956732974,0.2882097677504386,-0.31186472557832334,0.020216751504042077,-0.8800611387912137,2.412637771294088,1.2183515091146766,-1.9945857526364799,0
0.02009158962112612,1.074172494461998,0.8172906288329782,3.4465156506502437,0.1586005731260996,0.41042223563326413,-0.04941969429041508,-0.5386241359059718,1.2183515091146766,-3.4695801467178837,1
-1.7085031494565728,-1.4084265507115505,0.8172906288329782,0.8624472010049486,-0.7151206958964001,3.141860624537818,-0.8415513051188347,0.6544391882812862,-1.233608146974789,0.9554030355263274,0
1.3497798504501253,0.8432330483993422,0.8172906288329782,-1.1473838153858364,-0.5807020391237079,-0.9861026549344778,-0.6112344626200031,0.9684032209621435,0.40103162375152146,-0.5195913585550762,1
-0.9771746060006232,1.651521109618637,-1.223554956732974,0.0010910511231835764,0.1586005731260996,-0.4418686902279313,0.5754786345517423,-0.7270025555144862,-1.233608146974789,0.9554030355263274,0
-1.4425654972907729,1.074172494461998,-1.223554956732974,2.5851595007684787,-0.0430274120329388,1.4270102074436053,0.7474947224330754,1.1567816405706577,1.2183515091146766,-0.5195913585550762,0
0.4854824809112758,0.2658844332427031,0.8172906288329782,1.4366846342594588,-0.31186472557832334,-0.18515455593239052,1.3892977962491893,2.09867373861323,0.40103162375152146,-0.5195913585550762,0
1.2168110243672252,0.20814957172703918,0.8172906288329782,-0.8602650987585815,4.863253560170329,-0.1132745983296392,0.6576109564739896,-1.4177234274123725,0.40103162375152146,-0.5195913585550762,1
0.08657600266257608,-1.0620173816175669,0.8172906288329782,-1.4345025320130915,-0.4462833823510156,2.217689741073871,-0.7124980081225327,1.0939888340344865,0.40103162375152146,-0.5195913585550762,0
-1.5090499103322228,-1.4661614122272144,0.8172906288329782,-1.1473838153858364,1.435577812466676,-0.031126075355066073,-0.10838014627275105,-1.1665522012676866,2.035671394477832,-0.5195913585550762,1
1.2832954374086754,-1.2929568276802226,-1.223554956732974,-0.28602766550407144,-0.3790740539646695,0.4309593663769073,1.776952460261723,0.780024801353629,-1.233608146974789,0.9554030355263274,0
-0.7777213668762734,-0.19599445888260822,0.8172906288329782,-0.8602650987585815,-0.7823300242827462,0.13317097059407978,-0.8698358296362351,-0.03628168361659991,-0.4162882616116338,0.9554030355263274,0
-0.7112369538348233,-0.2537293203982721,0.8172906288329782,0.8624472010049486,-0.5134927107373617,0.5644507162105886,2.252429335968226,-0.6014169424421434,0.40103162375152146,0.9554030355263274,0
-1.309596671207873,-1.2929568276802226,0.8172906288329782,-2.0087399652676017,1.435577812466676,0.35907940877415595,-0.5869081222916267,0.46606076867277163,-0.4162882616116338,0.9554030355263274,0
-0.3788148886275736,0.5545587408210226,-1.223554956732974,1.4366846342594588,1.9732524395574451,0.7595534582751994,-0.7010357664084842,-1.0409665881953436,1.2183515091146766,-0.5195913585550762,0
1.6822019156573749,-1.3506916891958864,-1.223554956732974,0.5753284843776937,-0.9167486810554385,0.7390163275315562,-0.8427057755073001,-0.6642097489783149,-0.4162882616116338,-0.5195913585550762,0
0.02009158962112612,-1.119752243133231,0.8172906288329782,-0.5731463821313265,0.8306938569895609,0.6157935430696967,-0.21508619503518858,1.0939888340344865,1.2183515091146766,-0.5195913585550762,1
-0.31233047558612365,-0.4269339049452639,-1.223554956732974,-0.28602766550407144,-0.8495393526690924,2.115004087355655,-0.8348718692998568,0.5288535752089432,-1.233608146974789,0.9554030355263274,0
0.8843889591599755,-0.022789874335616484,0.8172906288329782,0.8624472010049486,0.09139124473975346,0.6671363699288049,-0.07687959710176878,1.0939888340344865,0.40103162375152146,-0.5195913585550762,0
-0.7777213668762734,-0.9465476585862391,-1.223554956732974,-1.1473838153858364,0.9651125137622532,0.19478236282500971,-0.5190417558839868,-0.4130385228336289,1.2183515091146766,-0.5195913585550762,0
-0.5782681277519235,0.32361929475836704,-1.223554956732974,-0.5731463821313265,1.0995311705349455,0.40015367026144233,-0.4214065458880625,-1.1037593947315152,0.40103162375152146,-0.5195913585550762,0
